Date,Composants de coûts,Devise,Type de données,Source de données,Commerce extérieur,Indicateur,Marché,Produit,Groupe de produits,Système de production,Provenance du produit,Propriétés du produit,Sous-groupe de produits,Région de vente,Unité,Mode d’utilisation,Echelon de création de valeur_Détail,Echelon de création de valeur ,Prix
02-2021,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.316045
02-2021,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.550748
02-2021,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.230603
02-2021,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.302529
02-2021,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.882434
01-2021,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.208186
01-2021,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.297773
01-2021,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.283524
01-2021,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.445333
01-2021,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.694617
12-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.190389
12-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.370709
12-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.211417
12-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.654381
12-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.087573
11-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.194117
11-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.747921
11-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.328113
11-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.102833
11-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.097101
10-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.331147
10-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.127729
10-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.21654
10-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.127682
10-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.716975
09-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,11.122932
09-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.215291
09-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.16897
09-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.313823
09-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.749636
08-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.911267
08-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.262801
08-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.072985
08-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.215708
08-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.673174
07-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.26009
07-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.93177
07-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.073248
07-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.584165
07-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.223988
06-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.111867
06-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.755754
06-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.402242
06-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.295788
06-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.240175
05-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.065529
05-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.215447
05-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.108598
05-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.103717
05-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.857941
04-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.670743
04-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.072146
04-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.219555
04-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.163049
04-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.108793
03-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.468849
03-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.673467
03-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.674473
03-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.122288
03-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.21222
02-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.812035
02-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.748391
02-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.708181
02-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.220934
02-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.172516
01-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.792303
01-2020,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.921878
01-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.20874
01-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.084204
01-2020,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.744407
12-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.774373
12-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.639572
12-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.185012
12-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.180541
12-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.997355
11-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.993029
11-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.141912
11-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.679854
11-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.68345
11-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.171208
10-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.252926
10-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.153271
10-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.682529
10-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.966429
10-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.548084
09-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.367984
09-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.062499
09-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,10.77262
09-2019,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.128594
09-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.957715
08-2019,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.904159
