"Date","System of production","Product origin","Product subgroup","Sales region","Price"
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.3
2021-12-01,NA,"Switzerland","CH Milk ","Switzerland",71.851087
2021-12-01,"Conventional","Region 5","CH Milk ","Switzerland",79.410074
2021-12-01,"Conventional","Region 3","CH Milk ","Switzerland",67.785915
2021-12-01,"Conventional","Region 1","CH Milk ","Switzerland",68.878832
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.3
2021-12-01,NA,"Region 5","CH Milk ","Switzerland",75.361253
2021-12-01,"Conventional","Region 4","CH Milk ","Switzerland",69.35235
2021-12-01,"Bio","Region 1","CH Milk ","Switzerland",85.543369
2021-12-01,NA,"EU","International Milk","EU-28",42.967978
2021-12-01,NA,"Germany","International Milk","Germany",42.502437
2021-12-01,NA,"USA / Canada","International Milk","USA",44.04581
2021-12-01,NA,"New Zealand","International Milk","New Zealand",43.71276
2021-12-01,NA,"Switzerland","CH Milk ","Switzerland",70.098622
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.27206
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-12-01,NA,"Rest of the world, non-Swiss","International Milk",NA,54.536872
2021-12-01,"Conventional","Region 4","CH Milk ","Switzerland",66.659015
2021-12-01,"Conventional","Region 2","CH Milk ","Switzerland",72.873627
2021-12-01,NA,"France","International Milk","France",38.318918
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-12-01,"Bio","Region 4","CH Milk ","Switzerland",83.005545
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.876352
2021-12-01,NA,"Region 3","CH Milk ","Switzerland",69.692448
2021-12-01,"Conventional","Region 5","CH Milk ","Switzerland",63.081591
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.07762
2021-12-01,NA,"Region 4","CH Milk ","Switzerland",69.430748
2021-12-01,"Conventional","Region 2","CH Milk ","Switzerland",66.677901
2021-12-01,"Bio","Region 2","CH Milk ","Switzerland",84.722168
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.765384
2021-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.162252
2021-12-01,"Conventional","Region 1","CH Milk ","Switzerland",83.994305
2021-11-01,"Conventional","Region 2","CH Milk ","Switzerland",72.601243
2021-11-01,NA,"Region 5","CH Milk ","Switzerland",74.968995
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.227873
2021-11-01,"Conventional","Region 5","CH Milk ","Switzerland",63.488746
2021-11-01,NA,"Region 2","CH Milk ","Switzerland",69.842583
2021-11-01,NA,"Germany","International Milk","Germany",41.648256
2021-11-01,"Conventional","Region 5","CH Milk ","Switzerland",77.623048
2021-11-01,NA,"Region 1","CH Milk ","Switzerland",79.143893
2021-11-01,NA,"USA / Canada","International Milk","USA",42.065757
2021-11-01,"Conventional","Region 1","CH Milk ","Switzerland",86.589973
2021-11-01,"Conventional","Region 4","CH Milk ","Switzerland",66.376437
2021-11-01,NA,"France","International Milk","France",38.120224
2021-11-01,"Conventional","Region 5","CH Milk ","Switzerland",77.903923
2021-11-01,"Bio","Region 4","CH Milk ","Switzerland",83.134841
2021-11-01,"Conventional","Region 2","CH Milk ","Switzerland",66.059894
2021-11-01,"Conventional","Region 1","CH Milk ","Switzerland",68.938257
2021-11-01,NA,"Switzerland","CH Milk ","Switzerland",71.913477
2021-11-01,"Conventional","Region 3","CH Milk ","Switzerland",67.107015
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",58
2021-11-01,NA,"Italy","International Milk","Italy",40.350193
2021-11-01,NA,"Rest of the world, non-Swiss","International Milk",NA,52.713717
2021-11-01,NA,"Austria","International Milk","Austria",41.476541
2021-11-01,NA,"Region 3","CH Milk ","Switzerland",69.105968
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.9614
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.768621
2021-11-01,"Bio","Region 2","CH Milk ","Switzerland",84.827527
2021-11-01,NA,"EU","International Milk","EU-28",42.121837
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-11-01,"Conventional","Region 4","CH Milk ","Switzerland",72.210448
2021-11-01,"Conventional","Region 1","CH Milk ","Switzerland",84.072845
2021-11-01,NA,"Italy","International Milk","Italy",48.995769
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.060902
2021-11-01,NA,"Region 4","CH Milk ","Switzerland",69.721729
2021-11-01,NA,"New Zealand","International Milk","New Zealand",42.781232
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",78.060884
2021-11-01,"Conventional","Region 2","CH Milk ","Switzerland",71.692105
2021-11-01,"Bio","Region 1","CH Milk ","Switzerland",85.476597
2021-11-01,NA,"Switzerland","CH Milk ","Switzerland",70.15949
2021-11-01,"Bio","Switzerland","CH Milk ","Switzerland",84.154305
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-11-01,"Conventional","Region 4","CH Milk ","Switzerland",69.881544
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",58
2021-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",57.197101
2021-10-01,NA,"New Zealand","International Milk","New Zealand",43.561904
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-10-01,NA,"France","International Milk","France",39.139289
2021-10-01,"Conventional","Region 5","CH Milk ","Switzerland",65.012609
2021-10-01,"Conventional","Region 4","CH Milk ","Switzerland",69.684479
2021-10-01,NA,"Switzerland","CH Milk ","Switzerland",73.387719
2021-10-01,NA,"Germany","International Milk","Germany",40.745594
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",56.6
2021-10-01,"Bio","Region 2","CH Milk ","Switzerland",90.60102
2021-10-01,NA,"Region 3","CH Milk ","Switzerland",71.971176
2021-10-01,"Conventional","Region 3","CH Milk ","Switzerland",69.75559
2021-10-01,NA,"Region 1","CH Milk ","Switzerland",79.463843
2021-10-01,NA,"Region 4","CH Milk ","Switzerland",70.705538
2021-10-01,NA,"EU","International Milk","EU-28",41.444877
2021-10-01,"Bio","Region 1","CH Milk ","Switzerland",89.488318
2021-10-01,"Conventional","Region 2","CH Milk ","Switzerland",72.23542
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.062819
2021-10-01,NA,"Italy","International Milk","Italy",46.065803
2021-10-01,"Conventional","Region 5","CH Milk ","Switzerland",79.252147
2021-10-01,"Bio","Region 4","CH Milk ","Switzerland",86.812756
2021-10-01,NA,"USA / Canada","International Milk","USA",39.908533
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.200637
2021-10-01,"Conventional","Region 1","CH Milk ","Switzerland",68.52394
2021-10-01,NA,"Rest of the world, non-Swiss","International Milk",NA,46.390321
2021-10-01,"Conventional","Region 2","CH Milk ","Switzerland",73.213214
2021-10-01,NA,"Region 2","CH Milk ","Switzerland",72.256318
2021-10-01,NA,"Austria","International Milk","Austria",41.612011
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-10-01,"Bio","Switzerland","CH Milk ","Switzerland",89.001263
2021-10-01,"Conventional","Region 4","CH Milk ","Switzerland",71.369942
2021-10-01,"Conventional","Region 1","CH Milk ","Switzerland",84.184436
2021-10-01,"Conventional","Region 5","CH Milk ","Switzerland",78.729961
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",56.6
2021-10-01,"Conventional","Region 2","CH Milk ","Switzerland",68.840681
2021-10-01,NA,"Region 5","CH Milk ","Switzerland",75.717747
2021-10-01,"Conventional","Region 4","CH Milk ","Switzerland",68.208698
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.980528
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.673493
2021-10-01,"Conventional","Region 1","CH Milk ","Switzerland",86.531447
2021-10-01,NA,"Switzerland","CH Milk ","Switzerland",71.597775
2021-10-01,NA,"Italy","International Milk","Italy",40.566461
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.732152
2021-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.699349
2021-09-01,"Conventional","Region 4","CH Milk ","Switzerland",72.363241
2021-09-01,NA,"Region 1","CH Milk ","Switzerland",79.030695
2021-09-01,"Conventional","Region 4","CH Milk ","Switzerland",70.760189
2021-09-01,NA,"Region 2","CH Milk ","Switzerland",70.95407
2021-09-01,NA,"Switzerland","CH Milk ","Switzerland",72.888791
2021-09-01,"Bio","Region 4","CH Milk ","Switzerland",88.768662
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.497667
2021-09-01,"Conventional","Region 5","CH Milk ","Switzerland",78.669362
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-09-01,"Conventional","Region 2","CH Milk ","Switzerland",67.212938
2021-09-01,"Bio","Switzerland","CH Milk ","Switzerland",88.818029
2021-09-01,NA,"Austria","International Milk","Austria",41.526728
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.677656
2021-09-01,NA,"Region 3","CH Milk ","Switzerland",70.62324
2021-09-01,NA,"USA / Canada","International Milk","USA",37.226366
2021-09-01,NA,"France","International Milk","France",39.804846
2021-09-01,"Conventional","Region 1","CH Milk ","Switzerland",83.828482
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",55.2
2021-09-01,"Conventional","Region 2","CH Milk ","Switzerland",72.136477
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",55.2
2021-09-01,"Conventional","Region 3","CH Milk ","Switzerland",68.381596
2021-09-01,"Bio","Region 2","CH Milk ","Switzerland",89.371162
2021-09-01,"Conventional","Region 1","CH Milk ","Switzerland",85.909536
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.593479
2021-09-01,NA,"Germany","International Milk","Germany",40.148223
2021-09-01,"Conventional","Region 5","CH Milk ","Switzerland",66.646462
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.618223
2021-09-01,"Conventional","Region 4","CH Milk ","Switzerland",67.684217
2021-09-01,"Bio","Region 1","CH Milk ","Switzerland",88.030629
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",57.300201
2021-09-01,"Conventional","Region 1","CH Milk ","Switzerland",67.74739
2021-09-01,"Conventional","Region 5","CH Milk ","Switzerland",79.141563
2021-09-01,NA,"Rest of the world, non-Swiss","International Milk",NA,42.243455
2021-09-01,NA,"EU","International Milk","EU-28",40.497682
2021-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.594616
2021-09-01,NA,"Italy","International Milk","Italy",40.591291
2021-09-01,NA,"Region 4","CH Milk ","Switzerland",71.139777
2021-09-01,NA,"Switzerland","CH Milk ","Switzerland",71.111015
2021-09-01,"Conventional","Region 2","CH Milk ","Switzerland",71.676298
2021-09-01,NA,"Region 5","CH Milk ","Switzerland",76.405128
2021-09-01,NA,"New Zealand","International Milk","New Zealand",42.13486
2021-09-01,NA,"Italy","International Milk","Italy",43.848815
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",55.4
2021-08-01,NA,"EU","International Milk","EU-28",39.173692
2021-08-01,NA,"Rest of the world, non-Swiss","International Milk",NA,39.27473
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.677011
2021-08-01,"Conventional","Region 1","CH Milk ","Switzerland",85.524367
2021-08-01,"Conventional","Region 5","CH Milk ","Switzerland",68.286308
2021-08-01,"Conventional","Region 4","CH Milk ","Switzerland",70.168929
2021-08-01,NA,"Region 5","CH Milk ","Switzerland",76.821139
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",56.943751
2021-08-01,"Conventional","Region 5","CH Milk ","Switzerland",80.076246
2021-08-01,NA,"Region 1","CH Milk ","Switzerland",78.494318
2021-08-01,NA,"New Zealand","International Milk","New Zealand",38.779761
2021-08-01,NA,"Germany","International Milk","Germany",39.260204
2021-08-01,"Bio","Switzerland","CH Milk ","Switzerland",88.917137
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.524363
2021-08-01,NA,"France","International Milk","France",39.161856
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",55.4
2021-08-01,NA,"Region 2","CH Milk ","Switzerland",69.943567
2021-08-01,"Conventional","Region 3","CH Milk ","Switzerland",68.027988
2021-08-01,"Conventional","Region 2","CH Milk ","Switzerland",69.631344
2021-08-01,NA,"Switzerland","CH Milk ","Switzerland",72.16372
2021-08-01,NA,"USA / Canada","International Milk","USA",35.465619
2021-08-01,NA,"Region 3","CH Milk ","Switzerland",70.193455
2021-08-01,NA,"Austria","International Milk","Austria",40.942561
2021-08-01,NA,"Italy","International Milk","Italy",40.220121
2021-08-01,"Conventional","Region 1","CH Milk ","Switzerland",67.20643
2021-08-01,"Conventional","Region 4","CH Milk ","Switzerland",71.844991
2021-08-01,NA,"Switzerland","CH Milk ","Switzerland",70.403629
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.915893
2021-08-01,"Bio","Region 2","CH Milk ","Switzerland",89.248792
2021-08-01,"Conventional","Region 4","CH Milk ","Switzerland",67.202111
2021-08-01,NA,"Italy","International Milk","Italy",42.164167
2021-08-01,"Conventional","Region 2","CH Milk ","Switzerland",66.511688
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.06392
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.904959
2021-08-01,"Conventional","Region 2","CH Milk ","Switzerland",70.748006
2021-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-08-01,"Bio","Region 4","CH Milk ","Switzerland",88.71665
2021-08-01,"Conventional","Region 1","CH Milk ","Switzerland",83.307786
2021-08-01,NA,"Region 4","CH Milk ","Switzerland",70.585497
2021-08-01,"Conventional","Region 5","CH Milk ","Switzerland",79.4388
2021-08-01,"Bio","Region 1","CH Milk ","Switzerland",89.164626
2021-07-01,"Conventional","Region 2","CH Milk ","Switzerland",71.002383
2021-07-01,NA,"USA / Canada","International Milk","USA",36.024426
2021-07-01,NA,"Region 1","CH Milk ","Switzerland",77.974831
2021-07-01,NA,"Austria","International Milk","Austria",41.169222
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.308513
2021-07-01,NA,"Rest of the world, non-Swiss","International Milk",NA,39.29148
2021-07-01,NA,"Switzerland","CH Milk ","Switzerland",71.443365
2021-07-01,NA,"Switzerland","CH Milk ","Switzerland",69.700844
2021-07-01,"Conventional","Region 1","CH Milk ","Switzerland",82.858867
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-07-01,"Conventional","Region 5","CH Milk ","Switzerland",80.074726
2021-07-01,"Conventional","Region 3","CH Milk ","Switzerland",66.631769
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-07-01,"Bio","Region 2","CH Milk ","Switzerland",88.651462
2021-07-01,"Conventional","Region 4","CH Milk ","Switzerland",70.889428
2021-07-01,"Conventional","Region 5","CH Milk ","Switzerland",80.827832
2021-07-01,NA,"EU","International Milk","EU-28",39.066802
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.064519
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",56.4
2021-07-01,"Bio","Switzerland","CH Milk ","Switzerland",87.662853
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.714661
2021-07-01,NA,"New Zealand","International Milk","New Zealand",38.976714
2021-07-01,"Conventional","Region 2","CH Milk ","Switzerland",70.521151
2021-07-01,"Bio","Region 1","CH Milk ","Switzerland",86.361259
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.51545
2021-07-01,"Conventional","Region 2","CH Milk ","Switzerland",65.086379
2021-07-01,"Bio","Region 4","CH Milk ","Switzerland",87.264791
2021-07-01,"Conventional","Region 4","CH Milk ","Switzerland",69.278243
2021-07-01,"Conventional","Region 5","CH Milk ","Switzerland",67.132585
2021-07-01,NA,"Region 3","CH Milk ","Switzerland",68.715978
2021-07-01,NA,"Region 2","CH Milk ","Switzerland",69.096538
2021-07-01,"Conventional","Region 1","CH Milk ","Switzerland",85.064136
2021-07-01,NA,"France","International Milk","France",39.111304
2021-07-01,"Conventional","Region 4","CH Milk ","Switzerland",65.866592
2021-07-01,NA,"Italy","International Milk","Italy",40.570732
2021-07-01,"Conventional","Region 1","CH Milk ","Switzerland",66.020969
2021-07-01,NA,"Italy","International Milk","Italy",43.215961
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",55.885599
2021-07-01,NA,"Germany","International Milk","Germany",39.472308
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",56.4
2021-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.85649
2021-07-01,NA,"Region 4","CH Milk ","Switzerland",69.472972
2021-07-01,NA,"Region 5","CH Milk ","Switzerland",77.721466
2021-06-01,NA,"Germany","International Milk","Germany",39.500992
2021-06-01,"Conventional","Region 4","CH Milk ","Switzerland",68.033227
2021-06-01,NA,"Region 5","CH Milk ","Switzerland",74.432676
2021-06-01,"Bio","Region 1","CH Milk ","Switzerland",83.597631
2021-06-01,NA,"France","International Milk","France",38.346625
2021-06-01,"Conventional","Region 5","CH Milk ","Switzerland",59.561367
2021-06-01,"Conventional","Region 4","CH Milk ","Switzerland",71.347353
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.008844
2021-06-01,NA,"New Zealand","International Milk","New Zealand",39.252002
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-06-01,"Conventional","Region 2","CH Milk ","Switzerland",70.338435
2021-06-01,"Conventional","Region 1","CH Milk ","Switzerland",82.489309
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.268195
2021-06-01,NA,"Italy","International Milk","Italy",40.360423
2021-06-01,"Conventional","Region 1","CH Milk ","Switzerland",85.129579
2021-06-01,NA,"Region 2","CH Milk ","Switzerland",66.357923
2021-06-01,NA,"Region 1","CH Milk ","Switzerland",76.838925
2021-06-01,NA,"Region 3","CH Milk ","Switzerland",65.850037
2021-06-01,"Bio","Region 2","CH Milk ","Switzerland",82.247735
2021-06-01,NA,"Austria","International Milk","Austria",40.652297
2021-06-01,"Conventional","Region 5","CH Milk ","Switzerland",77.463875
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.894395
2021-06-01,"Conventional","Region 5","CH Milk ","Switzerland",78.033441
2021-06-01,"Conventional","Region 2","CH Milk ","Switzerland",61.85185
2021-06-01,"Bio","Switzerland","CH Milk ","Switzerland",82.104275
2021-06-01,NA,"USA / Canada","International Milk","USA",36.440474
2021-06-01,NA,"Switzerland","CH Milk ","Switzerland",69.375036
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.264244
2021-06-01,NA,"Rest of the world, non-Swiss","International Milk",NA,41.02425
2021-06-01,NA,"Region 4","CH Milk ","Switzerland",67.763343
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",54.4
2021-06-01,"Conventional","Region 4","CH Milk ","Switzerland",63.692883
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",54.4
2021-06-01,"Conventional","Region 2","CH Milk ","Switzerland",68.85851
2021-06-01,NA,"EU","International Milk","EU-28",39.126304
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.148277
2021-06-01,"Bio","Region 4","CH Milk ","Switzerland",81.743726
2021-06-01,NA,"Switzerland","CH Milk ","Switzerland",67.682962
2021-06-01,"Conventional","Region 3","CH Milk ","Switzerland",63.658721
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-06-01,NA,"Italy","International Milk","Italy",40.745723
2021-06-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.344119
2021-06-01,"Conventional","Region 1","CH Milk ","Switzerland",63.816671
2021-05-01,NA,"Region 3","CH Milk ","Switzerland",62.716409
2021-05-01,NA,"Region 4","CH Milk ","Switzerland",64.891429
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-05-01,"Conventional","Region 2","CH Milk ","Switzerland",70.222983
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.098469
2021-05-01,NA,"Austria","International Milk","Austria",40.668973
2021-05-01,"Conventional","Region 3","CH Milk ","Switzerland",60.811201
2021-05-01,"Conventional","Region 2","CH Milk ","Switzerland",66.17182
2021-05-01,NA,"France","International Milk","France",37.350525
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.831805
2021-05-01,NA,"Region 2","CH Milk ","Switzerland",62.946712
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",53.5
2021-05-01,"Conventional","Region 4","CH Milk ","Switzerland",61.813073
2021-05-01,NA,"Rest of the world, non-Swiss","International Milk",NA,40.58123
2021-05-01,"Bio","Region 4","CH Milk ","Switzerland",75.58017
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",53.5
2021-05-01,NA,"USA / Canada","International Milk","USA",38.025709
2021-05-01,"Conventional","Region 1","CH Milk ","Switzerland",63.472985
2021-05-01,"Conventional","Region 4","CH Milk ","Switzerland",65.292903
2021-05-01,"Conventional","Region 5","CH Milk ","Switzerland",59.725545
2021-05-01,"Conventional","Region 4","CH Milk ","Switzerland",68.444946
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.642239
2021-05-01,NA,"Switzerland","CH Milk ","Switzerland",64.914336
2021-05-01,"Conventional","Region 1","CH Milk ","Switzerland",84.770266
2021-05-01,"Bio","Region 1","CH Milk ","Switzerland",79.835273
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.263176
2021-05-01,NA,"Region 1","CH Milk ","Switzerland",75.109104
2021-05-01,"Bio","Region 2","CH Milk ","Switzerland",75.545737
2021-05-01,NA,"Italy","International Milk","Italy",37.233388
2021-05-01,"Conventional","Region 2","CH Milk ","Switzerland",58.938761
2021-05-01,NA,"Germany","International Milk","Germany",38.934839
2021-05-01,NA,"EU","International Milk","EU-28",39.182494
2021-05-01,"Bio","Switzerland","CH Milk ","Switzerland",76.102986
2021-05-01,NA,"New Zealand","International Milk","New Zealand",37.422475
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-05-01,"Conventional","Region 5","CH Milk ","Switzerland",76.878796
2021-05-01,"Conventional","Region 1","CH Milk ","Switzerland",81.820829
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.772305
2021-05-01,NA,"Italy","International Milk","Italy",39.931711
2021-05-01,"Conventional","Region 5","CH Milk ","Switzerland",76.530442
2021-05-01,NA,"Region 5","CH Milk ","Switzerland",72.611781
2021-05-01,"Conventional","Switzerland","CH Milk ","Switzerland",49.152932
2021-05-01,NA,"Switzerland","CH Milk ","Switzerland",66.537194
2021-04-01,"Conventional","Region 3","CH Milk ","Switzerland",60.809281
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.470911
2021-04-01,"Conventional","Region 4","CH Milk ","Switzerland",68.511556
2021-04-01,"Conventional","Region 1","CH Milk ","Switzerland",63.563997
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",53.1
2021-04-01,NA,"Switzerland","CH Milk ","Switzerland",66.385742
2021-04-01,NA,"Rest of the world, non-Swiss","International Milk",NA,39.938012
2021-04-01,"Bio","Region 2","CH Milk ","Switzerland",75.694473
2021-04-01,NA,"Italy","International Milk","Italy",40.167269
2021-04-01,NA,"Region 3","CH Milk ","Switzerland",62.658327
2021-04-01,"Conventional","Region 2","CH Milk ","Switzerland",59.126954
2021-04-01,NA,"USA / Canada","International Milk","USA",37.157797
2021-04-01,"Conventional","Region 1","CH Milk ","Switzerland",84.308109
2021-04-01,NA,"Germany","International Milk","Germany",38.259402
2021-04-01,"Bio","Switzerland","CH Milk ","Switzerland",76.177467
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.218357
2021-04-01,"Conventional","Region 2","CH Milk ","Switzerland",66.221838
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.856679
2021-04-01,"Conventional","Region 1","CH Milk ","Switzerland",81.489633
2021-04-01,"Bio","Region 4","CH Milk ","Switzerland",75.62629
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.135801
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",53.1
2021-04-01,"Conventional","Region 2","CH Milk ","Switzerland",69.8406
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-04-01,"Conventional","Region 4","CH Milk ","Switzerland",65.372446
2021-04-01,NA,"New Zealand","International Milk","New Zealand",37.709427
2021-04-01,NA,"Switzerland","CH Milk ","Switzerland",64.766578
2021-04-01,NA,"Region 5","CH Milk ","Switzerland",70.599765
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",48.807384
2021-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",60.822594
2021-04-01,"Conventional","Region 5","CH Milk ","Switzerland",76.050489
2021-04-01,NA,"Italy","International Milk","Italy",35.441345
2021-04-01,"Bio","Region 1","CH Milk ","Switzerland",79.532549
2021-04-01,"Conventional","Region 4","CH Milk ","Switzerland",61.726312
2021-04-01,"Conventional","Region 5","CH Milk ","Switzerland",58.475213
2021-04-01,NA,"EU","International Milk","EU-28",39.184596
2021-04-01,NA,"Austria","International Milk","Austria",40.048338
2021-04-01,NA,"France","International Milk","France",37.249478
2021-04-01,NA,"Region 1","CH Milk ","Switzerland",74.611103
2021-04-01,NA,"Region 4","CH Milk ","Switzerland",65.028097
2021-04-01,"Conventional","Region 5","CH Milk ","Switzerland",75.754693
2021-04-01,NA,"Region 2","CH Milk ","Switzerland",63.165864
2021-03-01,NA,"Rest of the world, non-Swiss","International Milk",NA,39.492768
2021-03-01,"Conventional","Region 5","CH Milk ","Switzerland",74.512319
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.328781
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.8
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.635147
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",48.32599
2021-03-01,NA,"Italy","International Milk","Italy",37.725882
2021-03-01,NA,"Region 5","CH Milk ","Switzerland",69.417089
2021-03-01,NA,"Italy","International Milk","Italy",40.275765
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.883638
2021-03-01,NA,"Switzerland","CH Milk ","Switzerland",66.763349
2021-03-01,"Conventional","Region 2","CH Milk ","Switzerland",70.379132
2021-03-01,NA,"France","International Milk","France",36.965563
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.976877
2021-03-01,NA,"EU","International Milk","EU-28",38.905355
2021-03-01,NA,"Region 4","CH Milk ","Switzerland",65.195217
2021-03-01,NA,"Austria","International Milk","Austria",40.1012
2021-03-01,NA,"Region 3","CH Milk ","Switzerland",62.302756
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.10301
2021-03-01,"Conventional","Region 1","CH Milk ","Switzerland",63.054341
2021-03-01,"Conventional","Region 1","CH Milk ","Switzerland",81.504552
2021-03-01,"Conventional","Region 4","CH Milk ","Switzerland",68.897105
2021-03-01,"Conventional","Region 1","CH Milk ","Switzerland",84.394732
2021-03-01,"Conventional","Region 4","CH Milk ","Switzerland",65.789923
2021-03-01,NA,"Switzerland","CH Milk ","Switzerland",65.134974
2021-03-01,"Conventional","Region 2","CH Milk ","Switzerland",66.617108
2021-03-01,NA,"Region 2","CH Milk ","Switzerland",63.789205
2021-03-01,"Conventional","Region 5","CH Milk ","Switzerland",74.237772
